ESTU_CONSECUTIVO,ESTU_GRADO,COLE_NOM_ESTABLECIMIENTO,COLE_COD_ICFES,COLE_CALENDARIO,COLE_COD_MCPIO,COLE_NOM_MCPIO,COLE_COD_DPTO,COLE_NOM_DPTO,EXA_N_RTAS_CORR_CN,EXA_N_RTAS_CORR_CC,EXA_N_RTAS_CORR_LC,EXA_N_RTAS_CORR_MT,EXA_C_RTAS_CORR_CN,EXA_C_RTAS_CORR_CC,EXA_C_RTAS_CORR_LC,EXA_C_RTAS_CORR_MT,ESTU_GENERO_F,ESTU_GENERO_M,COLE_NATURALEZA_NO,COLE_NATURALEZA_O,COLE_JORNADA_COMPLETA,COLE_JORNADA_MAÑANA,COLE_JORNADA_TARDE,COLE_JORNADA_UNICA,EXA_MODALIDAD_OFF,EXA_MODALIDAD_ON,EXA_MODALIDAD_PA,EXA_MODALIDAD_PAL
22930697,5,I.E. INTERNADO SAN FRANCISCO DE LORETOYACO,13116,A,91540,PUERTO NARIÑO,91,AMAZONAS,0,0,8,6,0,0,1,0,True,False,False,True,True,False,False,False,False,False,True,False
22888392,6,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19505,A,91001,LETICIA,91,AMAZONAS,4,2,7,0,0,0,1,0,False,True,False,True,False,False,True,False,False,False,True,False
23052193,7,COLEGIO CRISTO REY MINUTO DE DIOS,38726,A,91001,LETICIA,91,AMAZONAS,9,11,14,4,1,1,2,0,True,False,True,False,False,True,False,False,False,False,True,False
23584785,6,I.E. INTERNADO LUIS CARLOS GALAN SARMIENTO,45250,A,99524,LA PRIMAVERA,99,VICHADA,5,10,7,5,0,1,1,0,False,True,False,True,False,True,False,False,False,False,True,False
2841918,11,INST. EDUCATIVA JOSE CELESTINO MUTIS,29767,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,5,4,5,4,0,0,0,0,True,False,False,True,False,True,False,False,False,True,False,False
22228113,5,I.E. CONCENTRACIÓN DESARROLLO RURAL,3701,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,16,4,10,4,2,0,1,0,False,True,False,True,False,True,False,False,True,False,False,False
23075568,4,COLEGIO  ADVENTISTA,49075,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,0,0,5,0,0,0,0,0,True,False,True,False,False,True,False,False,False,True,False,False
3148408,4,I.E. CONCENTRACIÓN DESARROLLO RURAL,3701,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,0,0,18,13,0,0,2,1,False,True,False,True,False,True,False,False,False,False,True,False
23257710,8,I.E. CUSTODIO GARCIA ROVIRA,29697,A,94001,INÍRIDA,94,GUAINIA,9,7,13,12,1,1,1,1,False,True,False,True,False,False,False,True,False,False,True,False
23596555,3,I.E. INTERNADO EDUARDO CARRANZA,19432,A,99001,PUERTO CARREÑO,99,VICHADA,0,0,17,9,0,0,2,1,False,True,False,True,True,False,False,False,False,False,True,False
23327781,7,I.E. CUSTODIO GARCIA ROVIRA,29700,A,94001,INÍRIDA,94,GUAINIA,10,12,10,7,1,1,1,1,True,False,False,True,False,True,False,False,False,False,True,False
22584341,10,I.E. ESCUELA NORMAL SUPERIOR MARIA REINA,45203,A,97001,MITÚ,97,VAUPES,5,11,6,5,0,1,0,0,False,True,False,True,False,True,False,False,False,False,True,False
22930366,7,I.E. INDIGENA SAN JUAN BOSCO,32398,A,91001,LETICIA,91,AMAZONAS,5,4,7,6,0,0,1,0,False,True,False,True,False,False,False,True,False,False,True,False
23264085,6,I.E. CUSTODIO GARCIA ROVIRA,29700,A,94001,INÍRIDA,94,GUAINIA,6,8,11,8,0,1,1,1,False,True,False,True,False,True,False,False,False,False,True,False
22701289,7,INST. EDUCATIVA JOSE CELESTINO MUTIS,29767,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,0,8,9,7,0,1,1,1,False,True,False,True,False,True,False,False,False,False,True,False
22347883,11,INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO,3699,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,11,9,10,9,1,1,1,1,True,False,False,True,False,True,False,False,False,True,False,False
23311917,3,C.E. INTERNADO LA CATORCE,25862,A,99773,CUMARIBO,99,VICHADA,0,0,10,8,0,0,1,1,False,True,False,True,False,True,False,False,False,False,True,False
22818993,4,I.E. LA PRIMAVERA,48958,A,94001,INÍRIDA,94,GUAINIA,0,0,18,10,0,0,2,1,True,False,False,True,False,True,False,False,False,False,True,False
6398240,5,C.E. EL RECREO,16712,A,95025,EL RETORNO,95,GUAVIARE,4,4,2,9,0,0,0,1,True,False,False,True,False,True,False,False,False,False,True,False
23843592,5,I.E. AGUA BONITA - RAFAEL POMBO,42671,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,6,5,6,7,0,0,0,1,True,False,False,True,False,True,False,False,False,False,False,True
23354882,3,I.E. ANDRES BELLO,3694,A,94001,INÍRIDA,94,GUAINIA,0,0,7,4,0,0,1,0,False,True,False,True,False,True,False,False,False,False,True,False
22887563,4,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19504,A,91001,LETICIA,91,AMAZONAS,0,0,7,6,0,0,1,0,True,False,False,True,False,True,False,False,False,False,True,False
23076724,10,COLEGIO  ADVENTISTA,49075,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,11,10,10,5,1,1,1,0,True,False,True,False,False,True,False,False,False,True,False,False
21989127,6,I.E. JOSE EUSTACIO RIVERA,19428,A,99001,PUERTO CARREÑO,99,VICHADA,7,0,12,0,1,0,1,0,False,True,False,True,False,True,False,False,True,False,False,False
22947595,7,I.E. INDIGENA SAN JUAN BOSCO,32398,A,91001,LETICIA,91,AMAZONAS,10,8,9,5,1,1,1,0,False,True,False,True,False,False,False,True,False,False,True,False
22862770,6,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19505,A,91001,LETICIA,91,AMAZONAS,10,18,12,11,1,2,1,1,True,False,False,True,False,False,True,False,False,False,True,False
23184461,6,I.E. INTERNADO SANTA TERESITA DEL TUPARRO,51936,A,99773,CUMARIBO,99,VICHADA,7,7,9,7,1,1,1,1,True,False,False,True,False,True,False,False,False,False,True,False
21990176,9,I.E. INTERNADO EL ACEITICO,19437,A,99001,PUERTO CARREÑO,99,VICHADA,2,4,7,3,0,0,1,0,False,True,False,True,False,True,False,False,False,False,True,False
3471280,8,I.E. ESCUELA NORMAL SUPERIOR MARIA REINA,45203,A,97001,MITÚ,97,VAUPES,9,9,11,6,1,1,1,0,True,False,False,True,False,True,False,False,False,False,True,False
22887021,10,COLEGIO CRISTO REY MINUTO DE DIOS,38726,A,91001,LETICIA,91,AMAZONAS,11,13,10,4,1,1,1,0,True,False,True,False,False,True,False,False,False,False,True,False
23566037,3,I.E. INTERNADO LUIS CARLOS GALAN SARMIENTO,45251,A,99524,LA PRIMAVERA,99,VICHADA,0,0,13,10,0,0,1,1,False,True,False,True,False,False,False,True,False,False,True,False
22859796,7,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19505,A,91001,LETICIA,91,AMAZONAS,7,4,4,13,1,0,0,1,False,True,False,True,False,False,True,False,False,False,True,False
23052665,11,COLEGIO CRISTO REY MINUTO DE DIOS,38726,A,91001,LETICIA,91,AMAZONAS,11,8,8,5,1,1,1,0,False,True,True,False,False,True,False,False,False,False,True,False
23901915,9,I.E. CERRO AZUL,23221,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,11,5,10,9,1,0,1,1,False,True,False,True,False,True,False,False,False,False,False,True
23356871,3,I.E.  JUAN FRANCISCO LARA,29734,A,94001,INÍRIDA,94,GUAINIA,0,0,5,5,0,0,0,0,True,False,False,True,False,True,False,False,False,False,True,False
22820169,10,I.E. CUSTODIO GARCIA ROVIRA,29697,A,94001,INÍRIDA,94,GUAINIA,8,10,7,2,1,1,1,0,False,True,False,True,False,False,False,True,False,False,True,False
22927181,6,I.E. INTERNADO SAN FRANCISCO DE LORETOYACO,13116,A,91540,PUERTO NARIÑO,91,AMAZONAS,2,5,8,5,0,0,1,0,False,True,False,True,True,False,False,False,False,False,True,False
23710935,4,I.E.  LUIS CARLOS GALAN SARMIENTO,10166,A,94001,INÍRIDA,94,GUAINIA,0,0,6,9,0,0,0,1,False,True,False,True,False,True,False,False,False,False,True,False
22781890,4,C.E. CHATARES,29761,A,94343,BARRANCO MINAS,94,GUAINIA,0,0,3,1,0,0,0,0,False,True,False,True,False,True,False,False,False,False,True,False
21990104,5,I.E. SAGRADO CORAZON DE JESUS,45269,A,99773,CUMARIBO,99,VICHADA,9,4,6,7,1,0,0,1,False,True,False,True,False,True,False,False,True,False,False,False
22415612,5,I.E. MANUELA BELTRAN,3708,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,9,3,9,8,1,0,1,1,False,True,False,True,False,True,False,False,False,True,False,False
22819446,4,I.E.  LUIS CARLOS GALAN SARMIENTO,10166,A,94001,INÍRIDA,94,GUAINIA,0,0,4,8,0,0,0,1,True,False,False,True,False,True,False,False,False,False,True,False
23117259,6,INSTITUCION EDUCATIVA TOMACHIPAN,64039,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,5,5,8,10,0,0,1,1,False,True,False,True,False,False,False,True,False,False,True,False
23487406,3,I.E FRANCISCO JOSE DE CALDAS,19515,A,91001,LETICIA,91,AMAZONAS,0,0,13,11,0,0,1,1,True,False,False,True,False,True,False,False,False,False,True,False
23541895,3,INSTITUCION EDUCATIVA INTERNADO AVELINO ALVAREZ TORRES,38553,A,99773,CUMARIBO,99,VICHADA,0,0,3,7,0,0,0,1,False,True,False,True,False,False,False,True,False,False,True,False
22828932,9,I.E.  LUIS CARLOS GALAN SARMIENTO,10167,A,94001,INÍRIDA,94,GUAINIA,13,12,16,16,1,1,2,2,False,True,False,True,False,False,False,True,False,False,True,False
2864474,6,INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO,3699,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,5,4,4,7,0,0,0,1,False,True,False,True,False,True,False,False,False,False,True,False
910591,6,I.E. EL RETIRO,49004,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,7,9,17,10,1,1,2,1,False,True,False,True,False,True,False,False,False,False,True,False
3135395,4,INST. EDUCATIVA JOSE CELESTINO MUTIS,58078,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,0,0,6,8,0,0,0,1,True,False,False,True,False,False,False,True,False,False,True,False
3485641,6,I.E.I. JOSE EUSTASIO RIVERA,13009,A,97001,MITÚ,97,VAUPES,4,6,11,7,0,0,1,1,True,False,False,True,False,True,False,False,True,False,False,False
21990263,6,I.E. NORMAL SUPERIOR FEDERICO LLERAS ACOSTA,52000,A,99001,PUERTO CARREÑO,99,VICHADA,7,10,14,7,1,1,2,1,True,False,False,True,True,False,False,False,False,False,True,False
23417624,3,I.E. CUSTODIO GARCIA ROVIRA,29700,A,94001,INÍRIDA,94,GUAINIA,0,0,8,5,0,0,1,0,False,True,False,True,False,True,False,False,False,False,True,False
23330724,7,I.E. CUSTODIO GARCIA ROVIRA,29700,A,94001,INÍRIDA,94,GUAINIA,11,8,13,13,1,1,1,1,False,True,False,True,False,True,False,False,False,False,True,False
23213994,4,I.E. ANTONIA SANTOS,52027,A,99001,PUERTO CARREÑO,99,VICHADA,0,0,8,7,0,0,1,1,True,False,False,True,False,True,False,False,False,False,True,False
887933,6,INSTITUCION EDUCATIVA SANTANDER,16674,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,7,6,6,0,1,0,0,0,False,True,False,True,False,True,False,False,False,True,False,False
23277295,6,I.E. CUSTODIO GARCIA ROVIRA,29700,A,94001,INÍRIDA,94,GUAINIA,9,13,7,6,1,1,1,0,False,True,False,True,False,True,False,False,False,False,True,False
2855845,4,INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO,3699,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,0,0,9,7,0,0,1,1,True,False,False,True,False,True,False,False,False,True,False,False
23398379,3,I.E.  LUIS CARLOS GALAN SARMIENTO,10166,A,94001,INÍRIDA,94,GUAINIA,0,0,8,8,0,0,1,1,False,True,False,True,False,True,False,False,False,False,True,False
2858354,7,INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO,3699,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,5,4,5,5,0,0,0,0,False,True,False,True,False,True,False,False,False,False,True,False
23178496,6,I.E. ANTONIA SANTOS,52025,A,99001,PUERTO CARREÑO,99,VICHADA,6,8,9,6,0,1,1,0,False,True,False,True,False,True,False,False,False,False,True,False
23746484,7,I.E. INTERNADO CAMILO TORRES,13044,A,99624,SANTA ROSALÍA,99,VICHADA,9,15,16,8,1,2,2,1,True,False,False,True,False,True,False,False,False,False,True,False
1296886,7,I.E. SOLMERIDA BUILES,13029,A,99524,LA PRIMAVERA,99,VICHADA,2,16,5,10,0,2,0,1,False,True,False,True,False,True,False,False,True,False,False,False
22321979,11,INST. EDUCATIVA JOSE CELESTINO MUTIS,29767,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,0,0,9,0,0,0,1,0,True,False,False,True,False,True,False,False,False,True,False,False
21999563,11,I.E. INTERNADO CAMILO TORRES,13044,A,99624,SANTA ROSALÍA,99,VICHADA,11,6,9,6,1,0,1,0,False,True,False,True,False,True,False,False,False,False,True,False
2865784,6,INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO,3699,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,9,4,12,7,1,0,1,1,True,False,False,True,False,True,False,False,False,False,True,False
21989919,6,I.E. JOSE EUSTACIO RIVERA,19428,A,99001,PUERTO CARREÑO,99,VICHADA,11,0,16,0,1,0,2,0,True,False,False,True,False,True,False,False,True,False,False,False
649632,9,CAÑO BLANCO II,3717,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,2,4,4,5,0,0,0,0,True,False,False,True,False,False,False,True,True,False,False,False
23275656,5,I.E. LIBERTADORES,3664,A,94001,INÍRIDA,94,GUAINIA,11,8,10,8,1,1,1,1,True,False,False,True,False,True,False,False,False,False,True,False
2854597,6,INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO,3699,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,6,5,13,5,0,0,1,0,True,False,False,True,False,True,False,False,False,False,True,False
23327638,7,I.E. CUSTODIO GARCIA ROVIRA,29700,A,94001,INÍRIDA,94,GUAINIA,6,12,10,10,0,1,1,1,False,True,False,True,False,True,False,False,False,False,True,False
889123,8,INSTITUCION EDUCATIVA SANTANDER,16674,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,0,6,8,5,0,0,1,0,True,False,False,True,False,True,False,False,False,True,False,False
23897428,4,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,A,91001,LETICIA,91,AMAZONAS,0,0,7,7,0,0,1,1,False,True,False,True,False,False,True,False,False,False,True,False
22786267,5,I.E. ANTONIA SANTOS,52027,A,99001,PUERTO CARREÑO,99,VICHADA,15,13,15,12,2,1,2,1,False,True,False,True,False,True,False,False,False,False,True,False
1289505,5,I.E. INTERNADO FRANCISCO DE PAULA SANTANDER,19479,A,99524,LA PRIMAVERA,99,VICHADA,8,0,8,6,1,0,1,0,False,True,False,True,True,False,False,False,True,False,False,False
21990869,8,I.E. SAGRADO CORAZON DE JESUS,45269,A,99773,CUMARIBO,99,VICHADA,0,0,14,0,0,0,2,0,False,True,False,True,False,True,False,False,False,False,True,False
1330330,10,I.E. INTERNADO SAN BARTOLOME,38674,A,99624,SANTA ROSALÍA,99,VICHADA,9,0,9,5,1,0,1,0,True,False,False,True,False,False,False,True,False,False,True,False
1297467,7,I.E. SOLMERIDA BUILES,13029,A,99524,LA PRIMAVERA,99,VICHADA,5,9,6,10,0,1,0,1,False,True,False,True,False,True,False,False,True,False,False,False
23076469,11,COLEGIO  ADVENTISTA,49075,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,6,6,3,4,0,0,0,0,True,False,True,False,False,True,False,False,False,True,False,False
23804021,6,I.E. LA PRIMAVERA,48958,A,94001,INÍRIDA,94,GUAINIA,3,1,6,0,0,0,0,0,True,False,False,True,False,True,False,False,False,False,True,False
885172,4,INSTITUCION EDUCATIVA SANTANDER,16672,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,0,0,9,0,0,0,1,0,True,False,False,True,False,True,False,False,False,True,False,False
3147178,11,I.E. MANUELA BELTRAN,3708,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,0,0,10,7,0,0,1,1,False,True,False,True,False,True,False,False,False,True,False,False
886853,11,INSTITUCION EDUCATIVA SANTANDER,16674,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,9,16,9,15,1,2,1,2,True,False,False,True,False,True,False,False,False,True,False,False
23235487,10,I.E. CUSTODIO GARCIA ROVIRA,29697,A,94001,INÍRIDA,94,GUAINIA,10,12,10,8,1,1,1,1,False,True,False,True,False,False,False,True,False,False,True,False
6425350,4,I.E. SAN JOSÉ OBRERO,23276,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,0,0,18,5,0,0,2,0,True,False,True,False,True,False,False,False,False,True,False,False
23470428,3,I.E. CONCENTRACIÓN DESARROLLO RURAL,3701,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,0,0,12,0,0,0,1,0,True,False,False,True,False,True,False,False,False,False,True,False
22824676,5,I.E. LA PRIMAVERA,48958,A,94001,INÍRIDA,94,GUAINIA,2,3,7,3,0,0,1,0,True,False,False,True,False,True,False,False,False,False,True,False
23904978,4,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19506,A,91001,LETICIA,91,AMAZONAS,0,0,8,4,0,0,1,0,False,True,False,True,False,True,False,False,False,False,True,False
23887998,3,I.E. NORMAL SUPERIOR FEDERICO LLERAS ACOSTA,63407,A,99001,PUERTO CARREÑO,99,VICHADA,0,0,8,8,0,0,1,1,True,False,False,True,True,False,False,False,False,False,True,False
4531213,11,I.E. LIBERTADORES,3665,A,94001,INÍRIDA,94,GUAINIA,8,3,6,6,1,0,0,0,False,True,False,True,False,False,False,True,True,False,False,False
23589276,6,I.E. LATORRE GOMEZ,23193,A,95025,EL RETORNO,95,GUAVIARE,0,0,10,6,0,0,1,0,False,True,False,True,False,True,False,False,False,False,True,False
3471259,5,I.E. ESCUELA NORMAL SUPERIOR MARIA REINA,45203,A,97001,MITÚ,97,VAUPES,9,7,7,7,1,1,1,1,False,True,False,True,False,True,False,False,False,False,True,False
23442884,3,I.E. COLEGIO TECNICO AGROPECUARIO JOSE CELESTINO MUTIS,13123,A,91540,PUERTO NARIÑO,91,AMAZONAS,0,0,8,2,0,0,1,0,True,False,False,True,False,True,False,False,False,False,True,False
23735182,4,I.E.  LUIS CARLOS GALAN SARMIENTO,10166,A,94001,INÍRIDA,94,GUAINIA,0,0,5,8,0,0,0,1,False,True,False,True,False,True,False,False,False,False,True,False
1291601,10,I.E. SAGRADO CORAZON DE JESUS,45267,A,99773,CUMARIBO,99,VICHADA,17,11,13,0,2,1,1,0,True,False,False,True,False,False,False,True,False,False,True,False
23893760,3,I.E. INTERNADO CAMILO TORRES,13043,A,99624,SANTA ROSALÍA,99,VICHADA,0,0,7,13,0,0,1,1,True,False,False,True,True,False,False,False,False,False,True,False
23564209,3,I.E. JOSE EUSTACIO RIVERA,19427,A,99001,PUERTO CARREÑO,99,VICHADA,0,0,17,11,0,0,2,1,True,False,False,True,False,True,False,False,False,False,True,False
23691140,3,INSTITUCION EDUCATIVA SANTANDER,16672,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,0,0,5,5,0,0,0,0,True,False,False,True,False,True,False,False,False,True,False,False
22000671,10,I.E. SAGRADO CORAZON DE JESUS,45267,A,99773,CUMARIBO,99,VICHADA,18,11,14,0,2,1,2,0,True,False,False,True,False,False,False,True,False,False,True,False
6419479,4,I.E. SAN JOSÉ OBRERO,23276,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,0,0,8,7,0,0,1,1,False,True,True,False,True,False,False,False,False,True,False,False
23887465,3,I.E. NORMAL SUPERIOR FEDERICO LLERAS ACOSTA,63407,A,99001,PUERTO CARREÑO,99,VICHADA,0,0,11,9,0,0,1,1,True,False,False,True,True,False,False,False,False,False,True,False
23344965,3,COLEGIO CRISTO REY MINUTO DE DIOS,38726,A,91001,LETICIA,91,AMAZONAS,0,0,19,14,0,0,2,2,True,False,True,False,False,True,False,False,False,False,True,False
22348760,7,INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO,3699,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,11,3,11,10,1,0,1,1,True,False,False,True,False,True,False,False,False,False,True,False
23533464,3,I.E. INTERNADO FRANCISCO DE PAULA SANTANDER,19478,A,99524,LA PRIMAVERA,99,VICHADA,0,0,2,8,0,0,0,1,False,True,False,True,True,False,False,False,False,True,False,False
21885458,6,I.E. LATORRE GOMEZ,23193,A,95025,EL RETORNO,95,GUAVIARE,0,0,9,8,0,0,1,1,False,True,False,True,False,True,False,False,False,False,True,False
22818991,5,I.E. LA PRIMAVERA,48958,A,94001,INÍRIDA,94,GUAINIA,6,2,4,3,0,0,0,0,True,False,False,True,False,True,False,False,False,False,True,False
2848008,11,INST. EDUCATIVA JOSE CELESTINO MUTIS,29767,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,10,12,8,8,1,1,1,1,True,False,False,True,False,True,False,False,False,True,False,False
22863367,9,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19502,A,91001,LETICIA,91,AMAZONAS,9,6,14,10,1,0,2,1,True,False,False,True,False,True,False,False,False,False,True,False
23302644,3,I.E. INTERNADO SANTA TERESITA DEL TUPARRO,51928,A,99773,CUMARIBO,99,VICHADA,0,0,3,9,0,0,0,1,False,True,False,True,False,True,False,False,False,False,True,False
23793764,6,I.E.D. DE SAN JAVIER,32323,A,97001,MITÚ,97,VAUPES,4,8,7,5,0,1,1,0,True,False,False,True,False,True,False,False,False,False,True,False
23869017,4,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19503,A,91001,LETICIA,91,AMAZONAS,0,0,3,4,0,0,0,0,False,True,False,True,False,False,True,False,False,False,True,False
23316388,3,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19507,A,91001,LETICIA,91,AMAZONAS,0,0,11,10,0,0,1,1,False,True,False,True,False,False,True,False,False,False,True,False
22351053,9,INST. EDUCATIVA JOSE CELESTINO MUTIS,29767,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,8,12,18,11,1,1,2,1,False,True,False,True,False,True,False,False,False,True,False,False
22931452,9,I.E. INTERNADO SAN FRANCISCO DE LORETOYACO,13116,A,91540,PUERTO NARIÑO,91,AMAZONAS,5,7,5,0,0,1,0,0,True,False,False,True,True,False,False,False,False,False,True,False
22760275,6,I.E. CERRO AZUL,23221,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,13,12,8,13,1,1,1,1,False,True,False,True,False,True,False,False,False,False,False,True
22826788,7,I.E. LA PRIMAVERA,48958,A,94001,INÍRIDA,94,GUAINIA,2,5,8,5,0,0,1,0,False,True,False,True,False,True,False,False,False,False,True,False
22861936,10,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19502,A,91001,LETICIA,91,AMAZONAS,4,9,4,1,0,1,0,0,True,False,False,True,False,True,False,False,False,False,True,False
22828925,4,I.E.  LUIS CARLOS GALAN SARMIENTO,10166,A,94001,INÍRIDA,94,GUAINIA,0,0,10,8,0,0,1,1,False,True,False,True,False,True,False,False,False,False,True,False
22825358,4,I.E. FRANCISCO MIRANDA,29705,A,94001,INÍRIDA,94,GUAINIA,0,0,5,5,0,0,0,0,False,True,False,True,False,True,False,False,False,False,True,False
22001432,7,I.E. INTERNADO NUESTRA SEÑORA DE FATIMA,45144,A,99773,CUMARIBO,99,VICHADA,4,4,5,7,0,0,0,1,False,True,False,True,False,True,False,False,False,False,True,False
888487,7,INSTITUCION EDUCATIVA SANTANDER,16674,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,11,7,10,10,1,1,1,1,True,False,False,True,False,True,False,False,False,True,False,False
23880203,5,I.E.D. DE SAN JAVIER,32323,A,97001,MITÚ,97,VAUPES,6,8,7,4,0,1,1,0,True,False,False,True,False,True,False,False,False,False,True,False
23365582,3,I.E. INTERNADO CADANAPAY,13071,A,99773,CUMARIBO,99,VICHADA,0,0,3,4,0,0,0,0,True,False,False,True,False,True,False,False,False,False,True,False
23050842,6,COLEGIO CRISTO REY MINUTO DE DIOS,38726,A,91001,LETICIA,91,AMAZONAS,4,4,12,12,0,0,1,1,False,True,True,False,False,True,False,False,False,False,True,False
897774,5,I.E. TRIUNFO II,49017,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,6,0,5,9,0,0,0,1,True,False,False,True,False,False,False,True,False,False,True,False
22927309,7,I.E. INDIGENA SAN JUAN BOSCO,32398,A,91001,LETICIA,91,AMAZONAS,4,6,7,2,0,0,1,0,False,True,False,True,False,False,False,True,False,False,True,False
21990057,6,C.E. EL TROMPILLO,6640,A,99524,LA PRIMAVERA,99,VICHADA,3,4,6,7,0,0,0,1,False,True,False,True,False,True,False,False,False,False,True,False
1313814,4,INSTITUCION EDUCATIVA INTERNADO AVELINO ALVAREZ TORRES,38553,A,99773,CUMARIBO,99,VICHADA,0,0,10,4,0,0,1,0,False,True,False,True,False,False,False,True,False,False,True,False
21883331,10,I.E. LATORRE GOMEZ,23192,A,95025,EL RETORNO,95,GUAVIARE,13,4,9,4,1,0,1,0,True,False,False,True,False,False,False,True,True,False,False,False
22818961,7,I.E. LIBERTADORES,3664,A,94001,INÍRIDA,94,GUAINIA,6,12,11,3,0,1,1,0,False,True,False,True,False,True,False,False,False,False,True,False
22891806,7,I.E. FRANCISCO DEL ROSARIO VELA,19514,A,91001,LETICIA,91,AMAZONAS,11,10,11,12,1,1,1,1,True,False,False,True,False,True,False,False,False,False,True,False
22892510,8,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,19502,A,91001,LETICIA,91,AMAZONAS,6,14,5,5,0,2,0,0,False,True,False,True,False,True,False,False,False,False,True,False
1297523,8,I.E. INTERNADO FRANCISCO DE PAULA SANTANDER,19478,A,99524,LA PRIMAVERA,99,VICHADA,9,11,11,6,1,1,1,0,False,True,False,True,True,False,False,False,True,False,False,False
21989582,8,I.E. SAGRADO CORAZON DE JESUS,45269,A,99773,CUMARIBO,99,VICHADA,0,0,15,0,0,0,2,0,False,True,False,True,False,True,False,False,False,False,True,False
22946161,6,I.E. INDIGENA SAN JUAN BOSCO,32398,A,91001,LETICIA,91,AMAZONAS,2,1,11,0,0,0,1,0,False,True,False,True,False,False,False,True,False,False,True,False
22344430,6,INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO,3699,A,95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,3,7,4,9,0,1,0,1,True,False,False,True,False,True,False,False,False,False,True,False
